Developer,State,Parking Lot,Ad List,Bus Stop,Firm Number,Park,Property Size,Nearby Mall,Tenure Type,Bedroom,REN Number,Facilities,Completion Year,price,Nearby School,Property Type
Asia Green Group,Penang,1,103669945,Seremban Bus terminal,11492,Taman Negara,837,Berjaya Times Square,Freehold,3,REN 54941,"Playground, Swimming Pool, Multipurpose hall, Sauna, Club house, Barbeque area, Security",2002,330000,SMK Bukit Jambul,Condominium
Kenwingston Group,Kuala Lumpur,2,103421446,"Bus Stop Starparc Point
Bus Stop Setapak Central
Bus Stop Setapak Sentral (Opp)
Bus Stop Columbia Hospital
Bus Stop PV12 Residence
Bus Stop PV15 Platinum
Bus Stop PV12 Condominium (Opp)
Bus Stop Sri Utama Schools (Opp)
Bus Stop CIMB Genting Klang
Bus Stop 1 Sri Utama Schools
Bus Stop Aeon Big Danau Kota
Bus Stop 2 Sri Utama Schools
Bus Stop Setapak Commercial
Bus Stop 1 Setapak Food Court
Bus Stop Setapak Industrial Area
Bus Stop 2 Setapak Food Court
Bus Stop 2 Medan Makmur Setapak
Bus Stop 1 Medan Makmur Setapak
Bus Stop Langkawi Apartment (Opp)
Bus Stop BHP Genting Klang
Bus Stop Jalan Kilang
Bus Stop PV128 Setapak",18343,"Park at Taman Tasik Danau Kota, Setapak, Kuala Lumpur, Malaysia
Park at Taman Danau Kota, Setapak, Kuala Lumpur, Malaysia
Park 1 at Setapak Garden, Setapak, Kuala Lumpur, Malaysia",1010,Setapak Central,Freehold,4,REN 65640,"Swimming Pool, Squash Court, Playground, Minimart, Multipurpose hall, Barbeque area",2018,650000,Sekolah Menengah Pendidikan Khas Cacat Penglihatan,Service Residence
Majlis Perbandaran Kajang,Sarawak,1,103640101,Terminal Sentral Kuantan Bus terminal,77778,Taman Negara,750,One Utama,Freehold,3,REN 66961,"Tennis Court, Barbeque area, Multipurpose hall, Minimart, Lift, Gymnasium, Club house, Playground, Parking",2004,175000,SMK Bukit Jambul,Apartment
S P Setia Bhd,Sarawak,1,103527484,Pudu Sentral,77778,Penang National Park,646,The Exchange TRX,Leasehold,2,REN 66961,Lift,2014,130000,MRSM Tun Ghafar Baba,Apartment
Ibraco Berhad,Sarawak,2,103072253,Seremban Bus terminal,77778,Gunung Ledang National Park,640,Sunway Pyramid,Leasehold,2,REN 66961,"Club house, Multipurpose hall, Jogging Track, Security, Sauna, Squash Court, Minimart, Barbeque area, Swimming Pool",2021,290000,Sekolah Seni Malaysia,Apartment
Arte Corp,Penang,1,103465855,KL Central,31970,Taman Negara,1111,Sunway Pyramid,Leasehold,3,REN 03281,"Barbeque area, Multipurpose hall, Squash Court, Swimming Pool, Parking, Sauna, Playground, Security, Tennis Court",2021,590000,Sekolah Seni Malaysia,Condominium
Mi Nest Development Sdn Bhd,Penang,1,103796778,KL Central,31970,Gunung Ledang National Park,800,The Exchange TRX,Leasehold,3,REN 03281,"Barbeque area, Parking, Club house, Security, Squash Court, Swimming Pool",2003,430000,MRSM Tun Ghafar Baba,Apartment
Arte Corp,Penang,2,103796773,Pudu Sentral,30282,Selangor State Park,1463,Berjaya Times Square,Freehold,3,REN 66961,Barbeque area,1992,990000,SM imtiaz Kemaman,Service Residence
AM-EL Group,Kuala Lumpur,1,102126519,"Bus Stop BSN Genting Klang
Bus Stop KFC Genting Klang
Bus Stop Sri Pelangi Condominium (Opp)
Bus Stop 2 Tadika Ayer Panas
Bus Stop Jalan Genting Klang
Bus Stop 1 Tadika Ayer Panas
Bus Stop Rumah 148
Bus Stop Taman Genting Setapak
Bus Stop Sri Pelangi Condominium
Bus Stop Surau Aljamiyyiah (Opp)
Bus Stop Surau
Bus Stop SR (A) Al-Jammiyah Jalan Ayer Panas
Bus Stop SK Jln Air Panas
Bus Stop Taman P. Ramlee
Bus Stop Courts Megastore Setapak (Opp)
Bus Stop BHP Genting Klang
Bus Stop 1 Lorong Ayer Panas 2
Bus Stop 2 Lorong Ayer Panas 2
Bus Stop PV128 Setapak
Bus Stop Jalan Semarak Api
Bus Stop Courts Megastore Setapak
Bus Stop 2 Setapak Food Court
Bus Stop Pasar
Bus Stop Pasar Ayer Panas
Bus Stop Pasar Ayer Panas (Opp)
Bus Stop 1 Medan Makmur Setapak
Bus Stop 1 Setapak Food Court
Bus Stop 2 Medan Makmur Setapak
Bus Stop Pekan Ayer Panas
Bus Stop Diamond Square
Bus Stop CIMB Genting Klang
Bus Stop Diamond Square (Opp)
Bus Stop Columbia Hospital",18343,"Park at Taman Ayer Panas, Setapak, Kuala Lumpur, Malaysia
Park 1 at Rumah Pangsa Taman Danau Kota, Setapak, Kuala Lumpur, Malaysia
Park 2 at Rumah Pangsa Taman Danau Kota, Setapak, Kuala Lumpur, Malaysia
Park at Desa Gombak, Setapak, Kuala Lumpur, Malaysia",1169,The Exchange TRX,Freehold,3,REN 65640,"Lift, Security, Parking, Sauna",1999,349000,Air Panas Girls' School,Condominium
Golden Virtue,Penang,2,103796767,KL Central,11584,Gunung Ledang National Park,1300,Berjaya Times Square,Freehold,3,REN 26095,"Lift, Swimming Pool, Multipurpose hall, Minimart, Club house, Tennis Court, Gymnasium, Playground, Squash Court, Jogging Track, Barbeque area, Sauna, Security",2023,730000,MRSM Tun Ghafar Baba,Condominium
Techware Enterprise Sdn Bhd,Johor,1,103796665,Pudu Sentral,93088,Taman Negara,650,Sunway Pyramid,Leasehold,3,V 93088,"Playground, Tennis Court, Lift",2010,196000,SM Sains T. Munawir,Flat
Belleview Group,Penang,2,103796664,Terminal Sentral Kuantan Bus terminal,30510,Gunung Ledang National Park,887,Berjaya Times Square,Freehold,3,REN 05166,"Multipurpose hall, Minimart, Sauna, Tennis Court, Gymnasium, Club house, Squash Court, Barbeque area, Jogging Track",2008,478000,MRSM Tun Ghafar Baba,Condominium
BRDB,Kuala Lumpur,1,103796660,"Bus Stop SMK Convert Bukit Nanas
Bus Stop LRT Dang Wangi
Bus Stop Capsquare
Bus Stop Munshi Abdullah
Bus Stop AIA
Bus Stop Quill City Mall 25
Bus Stop Hop-on Hop-Off Stop 02
Bus Stop 2 Menara Imc
Bus Stop 1 Renaissance Hotel
Bus Stop 2 Renaissance Hotel
Bus Stop Menara Mara
Bus Stop Sogo KL
Bus Stop Concorde Hotel 26
Bus Stop Maju Junction
Bus Stop 1 Menara Imc
Bus Stop Hutan Simpan Bukit Nenas
Bus Stop Malaysia Tourism Center
Bus Stop Menara Hap Seng
Bus Stop Menara DBKL
Bus Stop Sekolah Kebangsaan Pendidikan Khas Kuala Lumpur (Opp)
Bus Stop Menara Olympia
Bus Stop KL Tower (Selatan)
Bus Stop Medan Mara
Bus Stop Menara KL
Bus Stop 1 Muzium Telekom
Bus Stop Medan Mara 23
Bus Stop TP 6
Bus Stop Sri Amar
Bus Stop 2 Leboh Ampang
Bus Stop 2 Muzium Telekom
Bus Stop The Weld
Bus Stop Hop-on Hop-Off Stop 03
Bus Stop 1 GoKL (Green)
Bus Stop Life Center
Bus Stop Wisma Mpl
Bus Stop 2 Menara BSN
Bus Stop 1 Leboh Ampang
Bus Stop 1 Menara BSN
Bus Stop Sime Darby Cosmo Point Jalan Raja Laut
Bus Stop MYDIN Sinar Kota
Bus Stop Menara Maybank",11697,Gunung Ledang National Park,2800,Jakel Mall,Freehold,4,REN 21185,"Sauna, Club house, Tennis Court, Barbeque area, Playground",2016,1650000,SMK Convent Bukit Nanas,Condominium
Scientex Berhad,Selangor,1,103796743,Pudu Sentral,31151,Taman Negara,614,Sunway Pyramid,Leasehold,3,REN 66961,"Tennis Court, Barbeque area, Security, Multipurpose hall, Club house, Lift, Squash Court, Parking, Minimart, Playground",2004,200000,Sekolah Kebangsaan Seksyen 6 Kota Damansara,Apartment
SCP Group,Kuala Lumpur,1,103673812,KL Central,18343,Gunung Ledang National Park,1059,Sunway Pyramid,Freehold,4,REN 65640,"Sauna, Barbeque area, Multipurpose hall, Jogging Track, Security, Playground, Gymnasium, Tennis Court",2013,530000,SM Sains T. Munawir,Service Residence
Hua Yang Berhad,Selangor,1,100849422,"Bus Stop at Jalan Utama 1
Bus Stop at Jalan Utama 2",11688,"Park at Serdang Raya 7, Serdang Raya
Park at Serdang Raya 6, Serdang Raya
Park at Serdang Raya 8, Serdang Raya",1020,Berjaya Times Square,Leasehold,3,REN 44133,"Multipurpose hall, Swimming Pool",2016,400000,SM imtiaz Kemaman,Service Residence
PPC Glomac Sdn. Bhd,Kuala Lumpur,1,102485274,"Bus Stop Chengal Condominium
Bus Stop Dataran Dwitasik
Bus Stop Jalan Sri Permaisuri 4
Bus Stop Apartment Blok A
Bus Stop JPJ Cheras
Bus Stop Cendana Apartment
Bus Stop T582 T583 T584
Bus Stop Wisma Zelan
Bus Stop Taman Tasik Permaisuri",3584,"Park at Bandar Tun Razak, Cheras, Kuala Lumpur, 56000, Malaysia",1023,Sunway Pyramid,Leasehold,3,REN 53786,"Sauna, Gymnasium, Barbeque area, Minimart, Security",2012,377000,SMK Seri Tasik,Condominium
Mi Nest Development Sdn Bhd,Selangor,2,103699105,Pudu Sentral,11688,Selangor State Park,818,The Exchange TRX,Freehold,3,REN 44133,"Swimming Pool, Sauna, Jogging Track",2022,375000,SM imtiaz Kemaman,Apartment
SCP Group,Kuala Lumpur,1,103559688,Pudu Sentral,18343,Penang National Park,940,Berjaya Times Square,Freehold,4,REN 65640,"Squash Court, Jogging Track, Swimming Pool, Multipurpose hall, Lift, Barbeque area, Club house, Minimart, Parking, Sauna",2017,460000,MRSM Tun Ghafar Baba,Service Residence
Titijaya Land Berhad,Kuala Lumpur,1,102107757,Pudu Sentral,11688,Selangor State Park,800,Berjaya Times Square,Leasehold,3,REN 44133,Security,1991,300000,Sekolah Seni Malaysia,Apartment
SCP Group,Kuala Lumpur,1,103538432,Seremban Bus terminal,18343,Selangor State Park,940,Berjaya Times Square,Freehold,4,REN 65640,"Gymnasium, Tennis Court, Squash Court, Security, Sauna, Jogging Track, Minimart, Swimming Pool, Lift, Barbeque area, Parking",1996,480000,MRSM Tun Ghafar Baba,Service Residence
IJM LAND BERHAD,Penang,2,103494812,KL Central,77778,Penang National Park,1150,The Exchange TRX,Leasehold,3,REN 66961,"Club house, Gymnasium, Squash Court, Jogging Track, Sauna, Minimart, Lift, Swimming Pool, Barbeque area",2018,450000,Sekolah Seni Malaysia,Condominium
Sentul Perdana Sdn. Bhd,Johor,1,103446079,KL Central,77778,Gunung Ledang National Park,1179,The Exchange TRX,Freehold,4,REN 63582,"Playground, Jogging Track, Lift",2002,350000,SMK Bukit Jambul,Apartment
Mah Sing Group Berhad,Johor,1,103690877,Terminal Sentral Kuantan Bus terminal,21621,Penang National Park,1024,The Exchange TRX,Leasehold,3,REN 51666,"Playground, Barbeque area, Minimart, Club house, Jogging Track, Tennis Court, Parking, Sauna",2009,315000,SMK Bukit Jambul,Apartment
Nova Mulia Development Sdn Bhd,Johor,1,103223072,Terminal Sentral Kuantan Bus terminal,21621,Gunung Ledang National Park,710,One Utama,Leasehold,3,REN 51666,"Security, Tennis Court, Gymnasium, Multipurpose hall, Barbeque area, Swimming Pool, Minimart, Lift",1998,168000,SM imtiaz Kemaman,Apartment
SHL Consolidated Berhad,Johor,1,103470201,Seremban Bus terminal,21621,Gunung Ledang National Park,1200,Berjaya Times Square,Leasehold,3,REN 51666,"Tennis Court, Security, Squash Court, Minimart, Lift, Jogging Track, Sauna, Gymnasium, Multipurpose hall, Parking",2008,358000,SM imtiaz Kemaman,Apartment
IJM LAND BERHAD,Sabah,1,103796653,Pudu Sentral,11800,Taman Negara,1488,One Utama,Leasehold,3,REN 58006,"Swimming Pool, Security, Lift, Gymnasium, Playground, Club house, Sauna",1995,850000,SM imtiaz Kemaman,Condominium
IOI Properties Group Berhad,Kuala Lumpur,2,100309020,"Bus Stop Setapak Garden Shopping Lot
Bus Stop Setapak Garden (Middle)
Bus Stop Setapak Garden (West)
Bus Stop Setapak Garden (North)
Bus Stop Ju Xian Miow
Bus Stop 1 Jalan Jerejak
Bus Stop Residensi Inspiria (Opp)
Bus Stop Batu 4 Gombak
Bus Stop KL Traders Square
Bus Stop KL Traders Square (Opp)
Bus Stop 2 Jalan Jerejak
Bus Stop SRA Zaid Harithah
Bus Stop Setapak Garden Commercial
Bus Stop Abi Waqqas Mosque (Opp)
Bus Stop Saad Mosque
Bus Stop Idaman Puteri Condominium
Bus Stop 2 Kg Padang Balang
Bus Stop Sutera Condominium
Bus Stop 1 Kg Padang Balang
Bus Stop Perumahan Taman Setapak
Bus Stop 2 Kg Chubadak Hulu (Utara)
Bus Stop SMJK Chong Hwa (Opp)
Bus Stop 1 Kg Chubadak Hulu (Utara)
Bus Stop SMJK Chong Hwa",11670,"Park at Setapak Garden, Kampung Sungai Merali, Kuala Lumpur, Malaysia
Park 2 at Setapak Garden, Setapak, Kuala Lumpur, Malaysia
Park at Setapak Garden, Kuala Lumpur, Malaysia
Taman Medan Idaman, Setapak, Kuala Lumpur, Malaysia
Park 1 at Setapak Garden, Setapak, Kuala Lumpur, Malaysia
Park 2 at Rumah Pangsa Taman Danau Kota, Setapak, Kuala Lumpur, Malaysia",1000,The Exchange TRX,Freehold,3,REN 16852,"Minimart, Squash Court, Swimming Pool, Sauna, Parking, Playground, Barbeque area, Lift, Multipurpose hall",2024,340000,Sekolah Rendah Agama At-Taqwa,Condominium
Elite Forward Sdn Bhd (L&G / Mayland),Kuala Lumpur,2,102434884,"Bus Stop Ampang Timur (KL1816)
Bus Stop Bangunan Risda (KL2290)
Bus Stop 3 Towers KL (KL2297)
Bus Stop 4 Jalan Ampang",11670,"Ampang Hilir Lake Garden, Perwira Jaya, Kuala Lumpur, Malaysia",950,The Exchange TRX,Freehold,2,REN 16852,"Playground, Minimart, Sauna, Club house, Lift, Tennis Court, Parking, Multipurpose hall",2016,530000,SM imtiaz Kemaman,Service Residence
Tasek Maju Realty Sdn Bhd,Melaka,1,103727257,Pudu Sentral,11525,Penang National Park,1059,One Utama,Freehold,4,REN 05466,"Gymnasium, Lift, Swimming Pool, Squash Court, Club house, Barbeque area, Parking, Sauna",2024,188000,SMK Bukit Jambul,Flat
TLS Group,Selangor,2,103796542,KL Central,77778,Penang National Park,969,Berjaya Times Square,Freehold,3,REN 66961,"Playground, Jogging Track, Tennis Court, Security, Swimming Pool, Parking, Minimart, Squash Court, Lift, Gymnasium, Sauna, Club house, Multipurpose hall, Barbeque area",2000,229000,SM imtiaz Kemaman,Apartment
i-Berhad,Penang,2,103796565,Terminal Sentral Kuantan Bus terminal,10094,Selangor State Park,700,Berjaya Times Square,Freehold,3,REN 23912,"Squash Court, Club house, Multipurpose hall, Playground, Jogging Track, Minimart",2016,245000,Sekolah Seni Malaysia,Condominium
Malaysia Land Properties Sdn. Bhd.,Johor,2,103389817,Pudu Sentral,31777,Taman Negara,434,Berjaya Times Square,Freehold,1,REN 36926,"Jogging Track, Sauna",1995,250000,SM Sains T. Munawir,Apartment
Talam Transform Berhad,Putrajaya,2,103260845,Seremban Bus terminal,31869,Penang National Park,750,The Exchange TRX,Freehold,3,REN 43959,"Minimart, Playground, Club house, Sauna, Jogging Track",2016,200000,MRSM Tun Ghafar Baba,Apartment
HCK Capital Group,Selangor,1,103767080,Seremban Bus terminal,77778,Taman Negara,804,The Exchange TRX,Freehold,3,REN 66961,"Gymnasium, Squash Court, Multipurpose hall, Club house, Barbeque area, Tennis Court, Playground, Parking",2016,360000,Sekolah Jenis Kebangsaan(C) Pin Hwa (1),Service Residence
TLS Group,Selangor,2,103764720,Pudu Sentral,11693,Penang National Park,1288,Berjaya Times Square,Freehold,3,REN 24949,Squash Court,2010,335000,SM imtiaz Kemaman,Condominium
Kueen Lai Villa,Selangor,2,102267563,Pudu Sentral,10182,Gunung Ledang National Park,934,Sunway Pyramid,Freehold,3,REN 03847,"Squash Court, Playground, Parking, Multipurpose hall, Security, Swimming Pool",2021,290000,Sekolah Seni Malaysia,Condominium
Boustead Holdings,Selangor,2,103796418,Seremban Bus terminal,11584,"Park at PJU 7, Mutiara Damansara
Park at The Effingham, Bandar Utama
Park at BU4 Park, BU5
Park 1 at Mutiara Homes, Mutiara Damansara
Park 2 at Mutiara Homes, Mutiara Damansara",1421,IPC Shopping Centre,Freehold,4,REN 53359,"Club house, Barbeque area, Playground, Parking, Sauna",2008,860000,Sekolah Menengah Kebangsaan Bandar Utama Damansara (4),Condominium
YTL Land & Development,Kuala Lumpur,1,102873781,"Bus Stop The Fennel Sentul East
Bus Stop D6 Sentul
Bus Stop D7 Sentul
Bus Stop SJKC Sentul KL
Bus Stop Perumahan Sri Negeri Sembilan
Bus Stop Menara Orkid/Utc Sentul
Bus Stop SMK La Salle
Bus Stop Fennel Sentul
Bus Stop Sentul
Bus Stop Sentul Boulevard (West)
Bus Stop Pangsapuri Sri Perak
Bus Stop Amru Sentul Mosque
Bus Stop LRT Sentul Timur
Bus Stop Sentul Boulevard (North)
Bus Stop Makpem
Bus Stop Flat Sri Perak
Bus Stop SMK Convent Sentul
Bus Stop Sri Terengganu Flat
Bus Stop Perumahan Awam Seri Terengganu
Bus Stop SMK Convent Sentul (Opp)
Bus Stop SMK Bandar Baru Sentul
Bus Stop IPD Sentul
Bus Stop SJKC Chiao Nan
Bus Stop Tawakal Hospital
Bus Stop 2 Titiwangsa (West)
Bus Stop SJKC Chiao Nan (Opp)
Bus Stop 1 Titiwangsa (West)
Bus Stop 1 Sri Thandayuthapani Temple
Bus Stop 2 Sri Thandayuthapani Temple
Bus Stop Golden Garden
Bus Stop Sentul Market
Bus Stop Apartment Bandar Baru Sentul Block 77 (Opp)
Bus Stop Skymeridien Sentul East
Bus Stop Hop-on Hop-Off Stop 20
Bus Stop LRT Titiwangsa
Bus Stop 2 SRJK (C) Chung Hwa
Bus Stop 1 SRJK (C) Chung Hwa",10120,Gunung Ledang National Park,1567,One Utama,Freehold,4,REN 15376,"Squash Court, Multipurpose hall, Club house, Sauna, Jogging Track, Parking, Playground, Security, Swimming Pool, Tennis Court",2024,1000000,SJK (C) Sentul,Service Residence
TLS Group,Selangor,1,102841105,KL Central,10120,Taman Negara,854,Berjaya Times Square,Freehold,3,REN 15376,"Parking, Security, Multipurpose hall, Squash Court, Playground, Swimming Pool, Tennis Court, Barbeque area, Minimart, Gymnasium, Lift",1992,180000,Sekolah Seni Malaysia,Apartment
Paramoden (MK Land),Johor,2,102989220,Pudu Sentral,31777,Gunung Ledang National Park,500,Berjaya Times Square,Freehold,2,REN 36926,"Swimming Pool, Parking, Gymnasium",2013,145000,Sekolah Seni Malaysia,Flat
S P Setia Bhd,Selangor,2,102097200,"Bus Stop at Persiaran Putra Indah
Bus Stop at Persiaran Putra Perdana 2",18283,"Park at Putra Bahagia 8 Park, Putra Heights
Park at Putra Bahagia 8 Small Park, Putra Heights
Park 2 at Putra Heights, Subang Jaya
Park 1 at Putra Heights, Subang Jaya",650,Sunway Pyramid,Freehold,3,REN 66961,"Barbeque area, Security, Club house, Sauna, Jogging Track",2010,160000,Sekolah Kebangsaan Alam Megah 3,Apartment
Palm Grove Homes / Kenmeiwood Construction & Engineering Works,Melaka,2,100692333,Seremban Bus terminal,11525,Selangor State Park,700,The Exchange TRX,Freehold,3,REN 05466,"Jogging Track, Squash Court, Club house, Lift, Tennis Court, Gymnasium, Minimart",2010,150000,SM Sains T. Munawir,Flat
Techware Enterprise Sdn Bhd,Sarawak,1,102272734,Pudu Sentral,77778,Selangor State Park,1288,One Utama,Leasehold,3,REN 66961,"Gymnasium, Jogging Track, Playground, Lift, Squash Court, Security, Swimming Pool, Barbeque area, Sauna, Parking, Minimart, Tennis Court",2008,310000,Sekolah Seni Malaysia,Apartment
Tasek Maju Realty Sdn Bhd,Sarawak,2,100184788,KL Central,77778,Selangor State Park,660,The Exchange TRX,Leasehold,2,REN 66961,"Club house, Jogging Track, Multipurpose hall, Lift, Tennis Court, Security, Minimart, Sauna, Barbeque area, Playground, Squash Court, Parking, Swimming Pool, Gymnasium",1995,168000,SM imtiaz Kemaman,Apartment
Nova Mulia Development Sdn Bhd,Penang,2,103796402,Pudu Sentral,31402,Gunung Ledang National Park,550,Berjaya Times Square,Leasehold,2,REN 39049,"Minimart, Jogging Track, Club house, Swimming Pool, Gymnasium, Playground, Lift, Multipurpose hall, Barbeque area, Tennis Court, Parking, Sauna",2002,150000,Sekolah Seni Malaysia,Flat
Parkland Group,Melaka,2,103796444,Terminal Sentral Kuantan Bus terminal,11605,Penang National Park,914,Sunway Pyramid,Freehold,3,REN 47532,"Minimart, Squash Court, Multipurpose hall, Gymnasium",2015,245000,Sekolah Seni Malaysia,Apartment
Aset Kayamas,Kuala Lumpur,1,103685134,"Bus Stop Jalan Yaacob Latif
Bus Stop 2 Flat Sri Labuan
Bus Stop Masjid Saidina Othman Ibnu Affan
Bus Stop Taman Tasik Permaisuri
Bus Stop Jalan Makmur
Bus Stop HUKM
Bus Stop Stadium Bola Sepak KL
Bus Stop Persiaran Ikhlas
Bus Stop Wisma Zelan
Bus Stop HUKM (2)
Bus Stop 2 Jalan Bangsawan
Bus Stop 3 Jalan Bangsawan
Bus Stop 1 Jalan Bangsawan
Bus Stop Jalan Ikhlas 5",11688,"Park at Taman Tasik Permaisuri, Cheras, Kuala Lumpur, Malaysia
Park at Bandar Tun Razak, Cheras, Kuala Lumpur, 56000, Malaysia",1018,Berjaya Times Square,Leasehold,3,REN 08650,"Gymnasium, Parking, Multipurpose hall",1991,458000,MRSM Tun Ghafar Baba,Condominium
S P Setia Bhd,Selangor,2,103705936,KL Central,11307,"Park at Section 13, Shah Alam
Park 7 at Shah Alam, Petaling
Park at Laman Seri Business Park, Shah Alam",1399,The Exchange TRX,Leasehold,3,REN 66961,Lift,1992,480000,Sekolah Rendah Kebangsaan Seksyen 13,Condominium
KCC Development (M) Sdn Bhd,Johor,2,101536156,Seremban Bus terminal,31777,Gunung Ledang National Park,715,The Exchange TRX,Freehold,2,REN 36926,"Club house, Jogging Track, Playground, Parking, Swimming Pool, Security, Lift, Tennis Court, Gymnasium, Barbeque area, Sauna, Squash Court, Multipurpose hall, Minimart",1992,295000,SM imtiaz Kemaman,Apartment
Malaysia Land Properties Sdn. Bhd.,Sabah,2,103796353,Terminal Sentral Kuantan Bus terminal,11605,Gunung Ledang National Park,600,Berjaya Times Square,Leasehold,3,REN 37979,"Parking, Sauna, Minimart, Jogging Track, Swimming Pool, Gymnasium, Playground, Squash Court, Security, Multipurpose hall, Tennis Court, Club house, Barbeque area, Lift",2005,195000,Sekolah Seni Malaysia,Apartment
BMAH Properties,Johor,2,103796349,Terminal Sentral Kuantan Bus terminal,93088,Selangor State Park,1068,The Exchange TRX,Freehold,3,V 93088,"Sauna, Tennis Court, Jogging Track, Playground, Club house, Barbeque area, Parking, Lift, Multipurpose hall, Gymnasium, Security, Minimart, Squash Court",2003,450000,SMK Bukit Jambul,Condominium
Eco World Development Group Berhad,Selangor,2,103127725,"Bus Stop at Persiaran Putra Indah
Bus Stop at Persiaran Kuala Langat",18283,"Park at Putra Bahagia 8 Small Park, Putra Heights
Park at Putra Bahagia 8 Park, Putra Heights
Park 1 at Section 28, Shah Alam
Park 2 at Section 27, Shah Alam
Park 2 at Section 28, Shah Alam
Park 1 at Putra Heights, Subang Jaya",580,The Exchange TRX,Leasehold,2,REN 66961,"Squash Court, Multipurpose hall, Security, Swimming Pool, Jogging Track, Club house, Tennis Court",2007,135000,Sekolah Kebangsaan Alam Megah 3,Apartment
Scientex Berhad,Selangor,1,103025400,"Bus Stop at Persiaran Putra Indah
Bus Stop at Persiaran Kuala Langat",18283,"Park at Putra Bahagia 8 Small Park, Putra Heights
Park at Putra Bahagia 8 Park, Putra Heights
Park 1 at Section 28, Shah Alam
Park 2 at Section 27, Shah Alam
Park 2 at Section 28, Shah Alam
Park 1 at Putra Heights, Subang Jaya",580,The Exchange TRX,Leasehold,2,REN 66961,"Tennis Court, Multipurpose hall, Gymnasium, Playground, Swimming Pool, Security, Squash Court, Jogging Track, Club house",2023,185000,SM imtiaz Kemaman,Apartment
Worldwide Holdings,Selangor,2,102198088,"Bus Stop at Jalan Utarid D U5/D
Bus Stop at Persiaran Atmosfera
Bus Stop at Mah Sing Park (Timur)
Bus Stop at Mah Sing Park (Barat)",11307,Penang National Park,835,One Utama,Leasehold,3,REN 66961,"Tennis Court, Swimming Pool, Sauna, Jogging Track, Lift, Barbeque area, Playground, Security, Club house, Squash Court, Minimart, Multipurpose hall",2001,320000,SM imtiaz Kemaman,Apartment
i-Berhad,Sarawak,1,101325789,Pudu Sentral,77778,Gunung Ledang National Park,624,Sunway Pyramid,Leasehold,2,REN 66961,"Security, Gymnasium, Club house, Tennis Court, Parking",2005,138000,SM imtiaz Kemaman,Apartment
Paramoden (MK Land),Sarawak,2,103643157,Seremban Bus terminal,77778,Taman Negara,750,The Exchange TRX,Freehold,3,REN 66961,"Lift, Barbeque area, Sauna, Jogging Track, Minimart, Parking, Playground, Squash Court",2003,178000,SMK Bukit Jambul,Apartment
R&F Development Sdn Bhd,Kuala Lumpur,1,103796395,Terminal Sentral Kuantan Bus terminal,32019,"Park at Jinjang Utara Tambahan, Kepong, Kuala Lumpur, Malaysia
Park at Jinjang Utara, Kuala Lumpur, Malaysia
Park 1 at KIPARK Sri Utara: Laman Residen, Kuala Lumpur, Malaysia
Park 2 at KIPARK Sri Utara: Laman Residen, Kuala Lumpur, Malaysia",720,One Utama,Leasehold,3,REN 57022,"Parking, Swimming Pool, Squash Court, Club house, Sauna, Tennis Court, Playground, Jogging Track",2012,185000,SJK(C) Jinjang Utara,Apartment
VST Group,Penang,1,102808479,Seremban Bus terminal,77778,Taman Negara,750,Berjaya Times Square,Freehold,3,REN 39298,"Jogging Track, Security, Playground, Club house, Gymnasium, Tennis Court, Multipurpose hall, Swimming Pool",2015,298000,Sekolah Seni Malaysia,Condominium
